title,author,date,views,likes,link,categoria,grupo
How synthetic biology could wipe out humanity — and how we can stop it,Rob Reid,April 2019,2300000,70000,https://ted.com/talks/rob_reid_how_synthetic_biology_could_wipe_out_humanity_and_how_we_can_stop_it,1,90
These bacteria eat plastic,Morgan Vague,October 2018,2300000,70000,https://ted.com/talks/morgan_vague_these_bacteria_eat_plastic,1,91
Can we edit memories?,Amy Milton,March 2019,2300000,70000,https://ted.com/talks/amy_milton_can_we_edit_memories,1,92
How I built a jet suit,Richard Browning,April 2017,2300000,70000,https://ted.com/talks/richard_browning_how_i_built_a_jet_suit,1,93
Why we shouldn't trust markets with our civic life,Michael Sandel,June 2013,2300000,70000,https://ted.com/talks/michael_sandel_why_we_shouldn_t_trust_markets_with_our_civic_life,1,94
What we do (and don't) know about the coronavirus,David Heymann,February 2020,2300000,70000,https://ted.com/talks/david_heymann_what_we_do_and_don_t_know_about_the_coronavirus,1,95
How to build a business that lasts 100 years,Martin Reeves,May 2016,2300000,70000,https://ted.com/talks/martin_reeves_how_to_build_a_business_that_lasts_100_years,1,96
What your breath could reveal about your health,Julian Burschka,November 2018,2300000,70000,https://ted.com/talks/julian_burschka_what_your_breath_could_reveal_about_your_health,1,97
The greatest mathematician that never lived,Pratik Aghor,July 2020,2300000,70000,https://ted.com/talks/pratik_aghor_the_greatest_mathematician_that_never_lived,1,98
Why specializing early doesn't always mean career success,David Epstein,February 2020,2300000,70000,https://ted.com/talks/david_epstein_why_specializing_early_doesn_t_always_mean_career_success,1,99
How do ventilators work?,Alex Gendler,May 2020,2300000,70000,https://ted.com/talks/alex_gendler_how_do_ventilators_work,1,100
If I controlled the Internet,Rives,November 2006,2300000,70000,https://ted.com/talks/rives_if_i_controlled_the_internet,1,1
How to learn? From mistakes,Diana Laufenberg,November 2010,2300000,70000,https://ted.com/talks/diana_laufenberg_how_to_learn_from_mistakes,1,2
Can we cure genetic diseases by rewriting DNA?,David R. Liu,April 2019,2300000,70000,https://ted.com/talks/david_r_liu_can_we_cure_genetic_diseases_by_rewriting_dna,1,3
What coronavirus means for the global economy,Ray Dalio,April 2020,2300000,70000,https://ted.com/talks/ray_dalio_what_coronavirus_means_for_the_global_economy,1,4
Why do cats have vertical pupils?,Emma Bryce,January 2022,2300000,70000,https://ted.com/talks/emma_bryce_why_do_cats_have_vertical_pupils,1,5
The price of happiness,Benjamin Wallace,July 2008,2300000,69000,https://ted.com/talks/benjamin_wallace_the_price_of_happiness,1,6
Happiness by design,Stefan Sagmeister,February 2004,2300000,69000,https://ted.com/talks/stefan_sagmeister_happiness_by_design,1,7
Play is more than just fun,Stuart Brown,May 2008,2300000,69000,https://ted.com/talks/stuart_brown_play_is_more_than_just_fun,1,8
"How online marketplaces can help local economies, not hurt them",Amane Dannouni,September 2019,2300000,69000,https://ted.com/talks/amane_dannouni_how_online_marketplaces_can_help_local_economies_not_hurt_them,1,9
The real story of Rosa Parks — and why we need to confront myths about Black history,David Ikard,March 2018,2300000,69000,https://ted.com/talks/david_ikard_the_real_story_of_rosa_parks_and_why_we_need_to_confront_myths_about_black_history,1,10
What really happened to the Library of Alexandria?,Elizabeth Cox,August 2018,2300000,69000,https://ted.com/talks/elizabeth_cox_what_really_happened_to_the_library_of_alexandria,1,11
3 ways to be a more effective fundraiser,Kara Logan Berlin,February 2019,2300000,69000,https://ted.com/talks/kara_logan_berlin_3_ways_to_be_a_more_effective_fundraiser,1,12
The incredible chemistry powering your smartphone,Cathy Mulzer,September 2019,2300000,69000,https://ted.com/talks/cathy_mulzer_the_incredible_chemistry_powering_your_smartphone,1,13
Is there any truth to the King Arthur legends?,Alan Lupack,September 2018,2300000,69000,https://ted.com/talks/alan_lupack_is_there_any_truth_to_the_king_arthur_legends,1,14
We can be Buddhas,Robert Thurman,December 2006,2300000,69000,https://ted.com/talks/robert_thurman_we_can_be_buddhas,1,15
Are we designed to be sexual omnivores?,Christopher Ryan,February 2013,2300000,69000,https://ted.com/talks/christopher_ryan_are_we_designed_to_be_sexual_omnivores,1,16
Why sneakers are a great investment,Josh Luber,October 2015,2300000,69000,https://ted.com/talks/josh_luber_why_sneakers_are_a_great_investment,1,17
What are you willing to give up to change the way we work?,Martin Danoesastro,October 2018,2300000,69000,https://ted.com/talks/martin_danoesastro_what_are_you_willing_to_give_up_to_change_the_way_we_work,1,18
The unforeseen consequences of a fast-paced world,Kathryn Bouskill,November 2018,2300000,69000,https://ted.com/talks/kathryn_bouskill_the_unforeseen_consequences_of_a_fast_paced_world,1,19
The 1-minute secret to forming a new habit,Christine Carter,September 2020,2300000,69000,https://ted.com/talks/christine_carter_the_1_minute_secret_to_forming_a_new_habit,1,20
A 50-cent microscope that folds like origami,Manu Prakash,June 2012,2300000,69000,https://ted.com/talks/manu_prakash_a_50_cent_microscope_that_folds_like_origami,1,21
My seven species of robot — and how we created them,Dennis Hong,September 2009,2300000,69000,https://ted.com/talks/dennis_hong_my_seven_species_of_robot_and_how_we_created_them,1,22
The danger of science denial,Michael Specter,February 2010,2300000,69000,https://ted.com/talks/michael_specter_the_danger_of_science_denial,1,23
The biology of our best and worst selves,Robert Sapolsky,April 2017,2300000,69000,https://ted.com/talks/robert_sapolsky_the_biology_of_our_best_and_worst_selves,1,24
Visualizing the wonder of a living cell,David Bolinsky,March 2007,2300000,69000,https://ted.com/talks/david_bolinsky_visualizing_the_wonder_of_a_living_cell,1,25
The rise of the new global super-rich,Chrystia Freeland,June 2013,2300000,69000,https://ted.com/talks/chrystia_freeland_the_rise_of_the_new_global_super_rich,1,26
A new way to get every child ready for kindergarten,Claudia Miner,April 2019,2300000,69000,https://ted.com/talks/claudia_miner_a_new_way_to_get_every_child_ready_for_kindergarten,1,27
Before Avatar ... a curious boy,James Cameron,February 2010,2300000,69000,https://ted.com/talks/james_cameron_before_avatar_a_curious_boy,1,28
Comma story,Terisa Folaron,July 2013,2300000,69000,https://ted.com/talks/terisa_folaron_comma_story,1,29
How to design gender bias out of your workplace,Sara Sanford,November 2018,2300000,69000,https://ted.com/talks/sara_sanford_how_to_design_gender_bias_out_of_your_workplace,1,30
"Is fire a solid, a liquid, or a gas?",Elizabeth Cox,November 2018,2300000,69000,https://ted.com/talks/elizabeth_cox_is_fire_a_solid_a_liquid_or_a_gas,1,31
Don't fail fast — fail mindfully,Leticia Gasca,June 2018,2300000,69000,https://ted.com/talks/leticia_gasca_don_t_fail_fast_fail_mindfully,1,32
Africa is a sleeping giant — I'm trying to wake it up,Adeola Fayehun,May 2020,2300000,69000,https://ted.com/talks/adeola_fayehun_africa_is_a_sleeping_giant_i_m_trying_to_wake_it_up,1,33
Why do our bodies age?,Monica Menesini,June 2016,2300000,69000,https://ted.com/talks/monica_menesini_why_do_our_bodies_age,1,34
A global pandemic calls for global solutions,Larry Brilliant,April 2020,2200000,68000,https://ted.com/talks/larry_brilliant_a_global_pandemic_calls_for_global_solutions,1,35
Why is yawning contagious?,Claudia Aguirre,November 2013,2200000,68000,https://ted.com/talks/claudia_aguirre_why_is_yawning_contagious,1,36
Confessions of a recovering micromanager,Chieh Huang,October 2018,2200000,68000,https://ted.com/talks/chieh_huang_confessions_of_a_recovering_micromanager,1,37
Technology hasn't changed love. Here's why,Helen Fisher,June 2016,2200000,68000,https://ted.com/talks/helen_fisher_technology_hasn_t_changed_love_here_s_why,1,38
How the news distorts our worldview,Alisa Miller,March 2008,2200000,68000,https://ted.com/talks/alisa_miller_how_the_news_distorts_our_worldview,1,39
How climate change could make our food less nutritious,Kristie Ebi,April 2019,2200000,68000,https://ted.com/talks/kristie_ebi_how_climate_change_could_make_our_food_less_nutritious,1,40
The secret to great opportunities? The person you haven't met yet,Tanya Menon,March 2017,2200000,68000,https://ted.com/talks/tanya_menon_the_secret_to_great_opportunities_the_person_you_haven_t_met_yet,1,41
How to teach kids to talk about taboo topics,Liz Kleinrock,January 2019,2200000,68000,https://ted.com/talks/liz_kleinrock_how_to_teach_kids_to_talk_about_taboo_topics,1,42
An animated tour of the invisible,John Lloyd,September 2012,2200000,68000,https://ted.com/talks/john_lloyd_an_animated_tour_of_the_invisible,1,43
How to keep human bias out of AI,Kriti Sharma,March 2018,2200000,68000,https://ted.com/talks/kriti_sharma_how_to_keep_human_bias_out_of_ai,1,44
How do steroids affect your muscles— and the rest of your body?,Anees Bahji,November 2020,2200000,68000,https://ted.com/talks/anees_bahji_how_do_steroids_affect_your_muscles_and_the_rest_of_your_body,1,45
Why are drug prices so high? Investigating the outdated US patent system,Priti Krishtel,December 2019,2200000,68000,https://ted.com/talks/priti_krishtel_why_are_drug_prices_so_high_investigating_the_outdated_us_patent_system,1,46
The journey through loss and grief,Jason B. Rosenthal,April 2018,2200000,68000,https://ted.com/talks/jason_b_rosenthal_the_journey_through_loss_and_grief,1,47
Tracking our online trackers,Gary Kovacs,February 2012,2200000,68000,https://ted.com/talks/gary_kovacs_tracking_our_online_trackers,1,48
100 solutions to reverse global warming,Chad Frischmann,September 2018,2200000,68000,https://ted.com/talks/chad_frischmann_100_solutions_to_reverse_global_warming,1,49
What yoga does to your body and brain,Krishna Sudhir,June 2020,2200000,68000,https://ted.com/talks/krishna_sudhir_what_yoga_does_to_your_body_and_brain,1,50
New thinking on the climate crisis,Al Gore,March 2008,2200000,68000,https://ted.com/talks/al_gore_new_thinking_on_the_climate_crisis,1,51
Why I fell in love with monster prime numbers,Adam Spencer,February 2013,2200000,68000,https://ted.com/talks/adam_spencer_why_i_fell_in_love_with_monster_prime_numbers,1,52
The end of globalization (and the beginning of something new),Mike O'Sullivan,May 2020,2200000,68000,https://ted.com/talks/mike_o_sullivan_the_end_of_globalization_and_the_beginning_of_something_new,1,53
The paradox of value,Akshita Agarwal,August 2016,2200000,68000,https://ted.com/talks/akshita_agarwal_the_paradox_of_value,1,54
What are the most important moral problems of our time?,Will MacAskill,April 2018,2200000,68000,https://ted.com/talks/will_macaskill_what_are_the_most_important_moral_problems_of_our_time,1,55
Why ordinary people need to understand power,Eric Liu,September 2013,2200000,68000,https://ted.com/talks/eric_liu_why_ordinary_people_need_to_understand_power,1,56
Inside the bizarre world of internet trolls and propagandists,Andrew Marantz,April 2019,2200000,68000,https://ted.com/talks/andrew_marantz_inside_the_bizarre_world_of_internet_trolls_and_propagandists,1,57
A Rosetta Stone for a lost language,Rajesh Rao,March 2011,2200000,68000,https://ted.com/talks/rajesh_rao_a_rosetta_stone_for_a_lost_language,1,58
Can you solve the killer robo-ants riddle?,Daniel Finkel,October 2018,2200000,68000,https://ted.com/talks/daniel_finkel_can_you_solve_the_killer_robo_ants_riddle,1,59
What ping-pong taught me about life,Pico Iyer,July 2019,2200000,68000,https://ted.com/talks/pico_iyer_what_ping_pong_taught_me_about_life,1,60
How we could change the planet's climate future,David Wallace-Wells,September 2019,2200000,68000,https://ted.com/talks/david_wallace_wells_how_we_could_change_the_planet_s_climate_future,1,61
The case for optimism on climate change,Al Gore,February 2016,2200000,68000,https://ted.com/talks/al_gore_the_case_for_optimism_on_climate_change,1,62
Why we need to end the War on Drugs,Ethan Nadelmann,October 2014,2200000,68000,https://ted.com/talks/ethan_nadelmann_why_we_need_to_end_the_war_on_drugs,1,63
A demo of wireless electricity,Eric Giler,July 2009,2200000,68000,https://ted.com/talks/eric_giler_a_demo_of_wireless_electricity,1,64
How too many rules at work keep you from getting things done,Yves Morieux,July 2015,2200000,67000,https://ted.com/talks/yves_morieux_how_too_many_rules_at_work_keep_you_from_getting_things_done,1,65
How technology evolves,Kevin Kelly,February 2005,2200000,67000,https://ted.com/talks/kevin_kelly_how_technology_evolves,1,66
Is life meaningless? And other absurd questions,Nina Medvinskaya,September 2020,2200000,67000,https://ted.com/talks/nina_medvinskaya_is_life_meaningless_and_other_absurd_questions,1,67
The design of the universe,George Smoot,May 2008,2200000,67000,https://ted.com/talks/george_smoot_the_design_of_the_universe,1,68
My web playroom,Ze Frank,July 2010,2200000,67000,https://ted.com/talks/ze_frank_my_web_playroom,1,69
A magical search for a coincidence,Helder Guimarães,March 2014,2200000,67000,https://ted.com/talks/helder_guimaraes_a_magical_search_for_a_coincidence,1,70
Why do ambitious women have flat heads?,Dame Stephanie Shirley,March 2015,2200000,67000,https://ted.com/talks/dame_stephanie_shirley_why_do_ambitious_women_have_flat_heads,1,71
The dark history of bananas,John Soluri,November 2020,2200000,67000,https://ted.com/talks/john_soluri_the_dark_history_of_bananas,1,72
How to save a language from extinction,Daniel Bögre Udell,May 2019,2200000,67000,https://ted.com/talks/daniel_bogre_udell_how_to_save_a_language_from_extinction,1,73
Why our universe might exist on a knife-edge,Gian Giudice,May 2013,2200000,67000,https://ted.com/talks/gian_giudice_why_our_universe_might_exist_on_a_knife_edge,1,74
The surprising way groups like ISIS stay in power,Benedetta Berti,March 2015,2200000,67000,https://ted.com/talks/benedetta_berti_the_surprising_way_groups_like_isis_stay_in_power,1,75
The boiling river of the Amazon,Andrés Ruzo,October 2014,2200000,67000,https://ted.com/talks/andres_ruzo_the_boiling_river_of_the_amazon,1,76
How symbols and brands shape our humanity,Debbie Millman,December 2019,2200000,67000,https://ted.com/talks/debbie_millman_how_symbols_and_brands_shape_our_humanity,1,77
Can you solve the giant iron riddle? ,Alex Gendler,November 2018,2200000,67000,https://ted.com/talks/alex_gendler_can_you_solve_the_giant_iron_riddle,1,78
Why school should start later for teens,Wendy Troxel,November 2016,2200000,67000,https://ted.com/talks/wendy_troxel_why_school_should_start_later_for_teens,1,79
Will there ever be a mile-high skyscraper? ,Stefan Al,February 2019,2200000,67000,https://ted.com/talks/stefan_al_will_there_ever_be_a_mile_high_skyscraper,1,80
Let's get honest about our money problems,Tammy Lally,June 2017,2200000,67000,https://ted.com/talks/tammy_lally_let_s_get_honest_about_our_money_problems,1,81
Can you solve the giant spider riddle?,Dan Finkel,August 2021,2200000,67000,https://ted.com/talks/dan_finkel_can_you_solve_the_giant_spider_riddle,1,82
The gospel of doubt,Casey Gerald,February 2016,2200000,67000,https://ted.com/talks/casey_gerald_the_gospel_of_doubt,1,83
"How to win an argument (at the US Supreme Court, or anywhere)",Neal Katyal,July 2020,2200000,67000,https://ted.com/talks/neal_katyal_how_to_win_an_argument_at_the_us_supreme_court_or_anywhere,1,84
The true cost of financial dependence,Estelle Gibson,October 2019,2200000,67000,https://ted.com/talks/estelle_gibson_the_true_cost_of_financial_dependence,1,85
Inside America's dead shopping malls,Dan Bell,October 2016,2200000,67000,https://ted.com/talks/dan_bell_inside_america_s_dead_shopping_malls,1,86
Da Vinci's Vitruvian Man of math,James Earle,July 2013,2200000,67000,https://ted.com/talks/james_earle_da_vinci_s_vitruvian_man_of_math,1,87
What happens when you have a disease doctors can't diagnose,Jennifer Brea,June 2016,2200000,67000,https://ted.com/talks/jennifer_brea_what_happens_when_you_have_a_disease_doctors_can_t_diagnose,1,88
Sex needs a new metaphor. Here's one ...,Al Vernacchio,March 2012,2200000,67000,https://ted.com/talks/al_vernacchio_sex_needs_a_new_metaphor_here_s_one,1,89
The untouchable music of the theremin,Pamelia Kurstin,February 2002,2200000,67000,https://ted.com/talks/pamelia_kurstin_the_untouchable_music_of_the_theremin,1,90
The story we tell about millennials — and who we leave out,Reniqua Allen,January 2019,2200000,67000,https://ted.com/talks/reniqua_allen_the_story_we_tell_about_millennials_and_who_we_leave_out,1,91
"Can we all ""have it all""?",Anne-Marie Slaughter,June 2013,2200000,67000,https://ted.com/talks/anne_marie_slaughter_can_we_all_have_it_all,1,92
"In the war for information, will quantum computers defeat cryptographers?",Craig Costello,May 2019,2200000,67000,https://ted.com/talks/craig_costello_in_the_war_for_information_will_quantum_computers_defeat_cryptographers,1,93
How we can make racism a solvable problem — and improve policing,Dr. Phillip Atiba Goff,April 2019,2200000,67000,https://ted.com/talks/dr_phillip_atiba_goff_how_we_can_make_racism_a_solvable_problem_and_improve_policing,1,94
How the West can adapt to a rising Asia,Kishore Mahbubani,April 2019,2200000,67000,https://ted.com/talks/kishore_mahbubani_how_the_west_can_adapt_to_a_rising_asia,1,95
What you need to know about CRISPR,Ellen Jorgensen,June 2016,2200000,67000,https://ted.com/talks/ellen_jorgensen_what_you_need_to_know_about_crispr,1,96
How do hard drives work?,Kanawat Senanan,October 2015,2200000,66000,https://ted.com/talks/kanawat_senanan_how_do_hard_drives_work,1,97
The joy of surfing in ice-cold water,Chris Burkard,March 2015,2200000,66000,https://ted.com/talks/chris_burkard_the_joy_of_surfing_in_ice_cold_water,1,98
The urgent case for antibiotic-free animals,Leon Marchal,September 2019,2200000,66000,https://ted.com/talks/leon_marchal_the_urgent_case_for_antibiotic_free_animals,1,99
How American and Chinese values shaped the coronavirus response,Huang Hung,April 2020,2200000,66000,https://ted.com/talks/huang_hung_how_american_and_chinese_values_shaped_the_coronavirus_response,1,100
Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,November 2019,2200000,66000,https://ted.com/talks/enrico_ramirez_ruiz_your_body_was_forged_in_the_spectacular_death_of_stars,1,1
A bold idea to replace politicians,César Hidalgo,April 2018,2200000,66000,https://ted.com/talks/cesar_hidalgo_a_bold_idea_to_replace_politicians,1,2
The science of cells that never get old,Elizabeth Blackburn,April 2017,2200000,66000,https://ted.com/talks/elizabeth_blackburn_the_science_of_cells_that_never_get_old,1,3
The Chinese myth of the white snake and the meddling monk,Shunan Teng,May 2019,2200000,66000,https://ted.com/talks/shunan_teng_the_chinese_myth_of_the_white_snake_and_the_meddling_monk,1,4
Is human evolution speeding up or slowing down?,Laurence Hurst,September 2020,2200000,66000,https://ted.com/talks/laurence_hurst_is_human_evolution_speeding_up_or_slowing_down,1,5
How we'll become cyborgs and extend human potential,Hugh Herr,April 2018,2200000,66000,https://ted.com/talks/hugh_herr_how_we_ll_become_cyborgs_and_extend_human_potential,1,6
Can you solve the dragon jousting riddle?,Alex Gendler,January 2020,2200000,66000,https://ted.com/talks/alex_gendler_can_you_solve_the_dragon_jousting_riddle,1,7
The lie that invented racism,John Biewen,November 2019,2200000,66000,https://ted.com/talks/john_biewen_the_lie_that_invented_racism,1,8
What separates us from chimpanzees?,Jane Goodall,March 2003,2200000,66000,https://ted.com/talks/jane_goodall_what_separates_us_from_chimpanzees,1,9
What vaccinating vampire bats can teach us about pandemics,Daniel Streicker,November 2018,2200000,66000,https://ted.com/talks/daniel_streicker_what_vaccinating_vampire_bats_can_teach_us_about_pandemics,1,10
"What ""Machiavellian"" really means",Pazit Cahlon and Alex Gendler,March 2019,2200000,66000,https://ted.com/talks/pazit_cahlon_and_alex_gendler_what_machiavellian_really_means,1,11
Can a divided America heal?,Jonathan Haidt,November 2016,2200000,66000,https://ted.com/talks/jonathan_haidt_can_a_divided_america_heal,1,12
"Embrace your raw, strange magic",Casey Gerald,December 2018,2200000,66000,https://ted.com/talks/casey_gerald_embrace_your_raw_strange_magic,1,13
Asia's rise — how and when,Hans Rosling,November 2009,2200000,66000,https://ted.com/talks/hans_rosling_asia_s_rise_how_and_when,1,14
Why noise is bad for your health — and what you can do about it,Mathias Basner,November 2018,2200000,66000,https://ted.com/talks/mathias_basner_why_noise_is_bad_for_your_health_and_what_you_can_do_about_it,1,15
Can you solve the sea monster riddle?,Daniel Finkel,April 2020,2200000,66000,https://ted.com/talks/daniel_finkel_can_you_solve_the_sea_monster_riddle,1,16
The origins of pleasure,Paul Bloom,July 2011,2200000,66000,https://ted.com/talks/paul_bloom_the_origins_of_pleasure,1,17
What your doctor won’t disclose,Leana Wen,September 2014,2200000,66000,https://ted.com/talks/leana_wen_what_your_doctor_won_t_disclose,1,18
Does grammar matter?,Andreea S. Calude,April 2016,2200000,66000,https://ted.com/talks/andreea_s_calude_does_grammar_matter,1,19
Two reasons companies fail — and how to avoid them,Knut Haanaes,June 2015,2200000,66000,https://ted.com/talks/knut_haanaes_two_reasons_companies_fail_and_how_to_avoid_them,1,20
The origin of countless conspiracy theories,PatrickJMT,May 2016,2200000,66000,https://ted.com/talks/patrickjmt_the_origin_of_countless_conspiracy_theories,1,21
The genius of Mendeleev's periodic table,Lou Serico,November 2012,2200000,66000,https://ted.com/talks/lou_serico_the_genius_of_mendeleev_s_periodic_table,1,22
My architectural philosophy? Bring the community into the process,Alejandro Aravena,October 2014,2200000,66000,https://ted.com/talks/alejandro_aravena_my_architectural_philosophy_bring_the_community_into_the_process,1,23
"After billions of years of monotony, the universe is waking up",David Deutsch,April 2019,2200000,66000,https://ted.com/talks/david_deutsch_after_billions_of_years_of_monotony_the_universe_is_waking_up,1,24
Porque le enseño a niños como yo a programar,Antonio Garcia Vicente,November 2015,2200000,66000,https://ted.com/talks/antonio_garcia_vicente_porque_le_enseno_a_ninos_como_yo_a_programar,1,25
How rollercoasters affect your body,Brian D. Avery,October 2018,2200000,66000,https://ted.com/talks/brian_d_avery_how_rollercoasters_affect_your_body,1,26
The ghastly tragedy of the suburbs,James Howard Kunstler,February 2004,2200000,66000,https://ted.com/talks/james_howard_kunstler_the_ghastly_tragedy_of_the_suburbs,1,27
Why humor is key to creativity,Taika Waititi,October 2010,2200000,66000,https://ted.com/talks/taika_waititi_why_humor_is_key_to_creativity,1,28
The life-long learner,Bernie Dunlap,March 2007,2200000,66000,https://ted.com/talks/bernie_dunlap_the_life_long_learner,1,29
The cure for burnout (hint: it isn't self-care),Emily Nagoski and Amelia Nagoski,April 2021,2200000,66000,https://ted.com/talks/emily_nagoski_and_amelia_nagoski_the_cure_for_burnout_hint_it_isn_t_self_care,1,30
Why it's so hard to talk about the N-word,Elizabeth Stordeur Pryor,December 2019,2200000,66000,https://ted.com/talks/elizabeth_stordeur_pryor_why_it_s_so_hard_to_talk_about_the_n_word,1,31
Why we need to fight misinformation about vaccines,Ethan Lindenberger,April 2019,2200000,66000,https://ted.com/talks/ethan_lindenberger_why_we_need_to_fight_misinformation_about_vaccines,1,32
How to turn your dissatisfaction into action,Yvonne Aki-Sawyerr,December 2019,2200000,66000,https://ted.com/talks/yvonne_aki_sawyerr_how_to_turn_your_dissatisfaction_into_action,1,33
How electroshock therapy changed me,Sherwin Nuland,February 2001,2200000,66000,https://ted.com/talks/sherwin_nuland_how_electroshock_therapy_changed_me,1,34
An ode to living on Earth,Oliver Jeffers,April 2020,2200000,66000,https://ted.com/talks/oliver_jeffers_an_ode_to_living_on_earth,1,35
Why are airplanes slower than they used to be?,Alex Gendler,April 2021,2200000,66000,https://ted.com/talks/alex_gendler_why_are_airplanes_slower_than_they_used_to_be,1,36
Let's make the world wild again,Kristine Tompkins,April 2020,2200000,66000,https://ted.com/talks/kristine_tompkins_let_s_make_the_world_wild_again,1,37
Why is meningitis so dangerous?,Melvin Sanicas,November 2018,2200000,66000,https://ted.com/talks/melvin_sanicas_why_is_meningitis_so_dangerous,1,38
Autofocusing reading glasses of the future,Nitish Padmanaban,November 2019,2200000,66000,https://ted.com/talks/nitish_padmanaban_autofocusing_reading_glasses_of_the_future,1,39
The case for having kids,Wajahat Ali,April 2019,2200000,66000,https://ted.com/talks/wajahat_ali_the_case_for_having_kids,1,40
Inside the world's deepest caves,Bill Stone,March 2007,2200000,66000,https://ted.com/talks/bill_stone_inside_the_world_s_deepest_caves,1,41
How our microbes make us who we are,Rob Knight,February 2014,2100000,65000,https://ted.com/talks/rob_knight_how_our_microbes_make_us_who_we_are,1,42
How we can turn the cold of outer space into a renewable resource,Aaswath Raman,April 2018,2100000,65000,https://ted.com/talks/aaswath_raman_how_we_can_turn_the_cold_of_outer_space_into_a_renewable_resource,1,43
How do we heal medicine?,Atul Gawande,March 2012,2100000,65000,https://ted.com/talks/atul_gawande_how_do_we_heal_medicine,1,44
How Netflix changed entertainment — and where it's headed,Reed Hastings,April 2018,2100000,65000,https://ted.com/talks/reed_hastings_how_netflix_changed_entertainment_and_where_it_s_headed,1,45
A different way to visualize rhythm,John Varney,October 2014,2100000,65000,https://ted.com/talks/john_varney_a_different_way_to_visualize_rhythm,1,46
Is math discovered or invented?,Jeff Dekofsky,October 2014,2100000,65000,https://ted.com/talks/jeff_dekofsky_is_math_discovered_or_invented,1,47
What we're getting wrong in the fight to end hunger,Jasmine Crowe,December 2019,2100000,65000,https://ted.com/talks/jasmine_crowe_what_we_re_getting_wrong_in_the_fight_to_end_hunger,1,48
How education helped me rewrite my life,Ashweetha Shetty,November 2018,2100000,65000,https://ted.com/talks/ashweetha_shetty_how_education_helped_me_rewrite_my_life,1,49
How do we find dignity at work?,Roy Bahat and Bryn Freedman,November 2018,2100000,65000,https://ted.com/talks/roy_bahat_and_bryn_freedman_how_do_we_find_dignity_at_work,1,50
Living beyond limits,Amy Purdy,May 2011,2100000,65000,https://ted.com/talks/amy_purdy_living_beyond_limits,1,51
"In uncertain times, think like a mother",Yifat Susskind,December 2019,2100000,65000,https://ted.com/talks/yifat_susskind_in_uncertain_times_think_like_a_mother,1,52
"How to co-parent as allies, not adversaries",Ebony Roberts and Shaka Senghor,November 2019,2100000,65000,https://ted.com/talks/ebony_roberts_and_shaka_senghor_how_to_co_parent_as_allies_not_adversaries,1,53
An ethical plan for ending the pandemic and restarting the economy,Danielle Allen,April 2020,2100000,65000,https://ted.com/talks/danielle_allen_an_ethical_plan_for_ending_the_pandemic_and_restarting_the_economy,1,54
The electricity metaphor for the web's future,Jeff Bezos,February 2003,2100000,65000,https://ted.com/talks/jeff_bezos_the_electricity_metaphor_for_the_web_s_future,1,55
The story of life in photographs,Frans Lanting,February 2005,2100000,65000,https://ted.com/talks/frans_lanting_the_story_of_life_in_photographs,1,56
"Trial, error and the God complex",Tim Harford,July 2011,2100000,65000,https://ted.com/talks/tim_harford_trial_error_and_the_god_complex,1,57
The 4 ways sound affects us,Julian Treasure,July 2009,2100000,65000,https://ted.com/talks/julian_treasure_the_4_ways_sound_affects_us,1,58
The worldwide web of belief and ritual,Wade Davis,February 2008,2100000,65000,https://ted.com/talks/wade_davis_the_worldwide_web_of_belief_and_ritual,1,59
If superpowers were real: Flight,Joy Lin,June 2013,2100000,65000,https://ted.com/talks/joy_lin_if_superpowers_were_real_flight,1,60
Can you solve the riddle and escape Hades?,Dan Finkel,October 2020,2100000,65000,https://ted.com/talks/dan_finkel_can_you_solve_the_riddle_and_escape_hades,1,61
“Am I dying?” The honest answer.,Matthew O'Reilly,July 2014,2100000,65000,https://ted.com/talks/matthew_o_reilly_am_i_dying_the_honest_answer,1,62
How to turn climate anxiety into action,Renée Lertzman,December 2019,2100000,65000,https://ted.com/talks/renee_lertzman_how_to_turn_climate_anxiety_into_action,1,63
How we can turn the tide on climate,Christiana Figueres and Chris Anderson,December 2019,2100000,65000,https://ted.com/talks/christiana_figueres_and_chris_anderson_how_we_can_turn_the_tide_on_climate,1,64
How healthy living nearly killed me,A.J. Jacobs,October 2011,2100000,65000,https://ted.com/talks/a_j_jacobs_how_healthy_living_nearly_killed_me,1,65
Whatever happened to acid rain?,Joseph Goffman,April 2021,2100000,65000,https://ted.com/talks/joseph_goffman_whatever_happened_to_acid_rain,1,66
Happiness and its surprises,Nancy Etcoff,February 2004,2100000,65000,https://ted.com/talks/nancy_etcoff_happiness_and_its_surprises,1,67
"A creative solution for the water crisis in Flint, Michigan",LaToya Ruby Frazier,September 2019,2100000,65000,https://ted.com/talks/latoya_ruby_frazier_a_creative_solution_for_the_water_crisis_in_flint_michigan,1,68
How drawing can set you free,Shantell Martin,May 2020,2100000,65000,https://ted.com/talks/shantell_martin_how_drawing_can_set_you_free,1,69
Why you should know how much your coworkers get paid,David Burkus,January 2016,2100000,65000,https://ted.com/talks/david_burkus_why_you_should_know_how_much_your_coworkers_get_paid,1,70
A plug for smart power outlets,John La Grou,February 2009,671000,20000,https://ted.com/talks/john_la_grou_a_plug_for_smart_power_outlets,0,71
Why books are here to stay,Chip Kidd,January 2020,683000,20000,https://ted.com/talks/chip_kidd_why_books_are_here_to_stay,0,72
