title,author,date,views,likes,link,categoria
3 ways to spot a bad statistic,Mona Chalabi,February 2017,2100000,63000,https://ted.com/talks/mona_chalabi_3_ways_to_spot_a_bad_statistic,medios
Who would the rest of the world vote for in your country's election?,Simon Anholt,November 2016,1100000,35000,https://ted.com/talks/simon_anholt_who_would_the_rest_of_the_world_vote_for_in_your_country_s_election,medios
Why civilians suffer more once a war is over,Margaret Bourdeaux,November 2015,998000,29000,https://ted.com/talks/margaret_bourdeaux_why_civilians_suffer_more_once_a_war_is_over,medios
"Asking for help is a strength, not a weakness",Michele L. Sullivan,October 2016,1700000,51000,https://ted.com/talks/michele_l_sullivan_asking_for_help_is_a_strength_not_a_weakness,medios
Lifelike simulations that make real-life surgery safer,Peter Weinstock,January 2016,1000000,32000,https://ted.com/talks/peter_weinstock_lifelike_simulations_that_make_real_life_surgery_safer,medios
"""Turceasca""", Silk Road Ensemble,February 2016,762000,22000,https://ted.com/talks/silk_road_ensemble_turceasca,medios
Adventures of an asteroid hunter,Carrie Nugent,February 2016,1400000,44000,https://ted.com/talks/carrie_nugent_adventures_of_an_asteroid_hunter,medios
A burial practice that nourishes the planet,Caitlin Doughty,November 2016,1300000,40000,https://ted.com/talks/caitlin_doughty_a_burial_practice_that_nourishes_the_planet,medios
Beautiful new words to describe obscure emotions,John Koenig,February 2016,1900000,58000,https://ted.com/talks/john_koenig_beautiful_new_words_to_describe_obscure_emotions,medios
How I'm fighting bias in algorithms,Joy Buolamwini,November 2016,1500000,45000,https://ted.com/talks/joy_buolamwini_how_i_m_fighting_bias_in_algorithms,medios
Why women should tell the stories of humanity,Jude Kelly,October 2016,1200000,38000,https://ted.com/talks/jude_kelly_why_women_should_tell_the_stories_of_humanity,medios
"To raise brave girls, encourage adventure",Caroline Paul,October 2016,2000000,62000,https://ted.com/talks/caroline_paul_to_raise_brave_girls_encourage_adventure,medios
A scientific approach to the paranormal,Carrie Poppy,October 2016,2100000,64000,https://ted.com/talks/carrie_poppy_a_scientific_approach_to_the_paranormal,medios
"""Rollercoaster""",Sara Ramirez,November 2015,1200000,37000,https://ted.com/talks/sara_ramirez_rollercoaster,medios
Stories from a home for terminally ill children,Kathy Hull,October 2016,1000000,31000,https://ted.com/talks/kathy_hull_stories_from_a_home_for_terminally_ill_children,medios
"What I learned from 2,000 obituaries",Lux Narayan,January 2017,1800000,54000,https://ted.com/talks/lux_narayan_what_i_learned_from_2_000_obituaries,medios
This app makes it fun to pick up litter,Jeff Kirschner,December 2016,1400000,44000,https://ted.com/talks/jeff_kirschner_this_app_makes_it_fun_to_pick_up_litter,medios
"Smelfies, and other experiments in synthetic biology",Ani Liu,November 2016,976000,29000,https://ted.com/talks/ani_liu_smelfies_and_other_experiments_in_synthetic_biology,medios
The data behind Hollywood's sexism,Stacy Smith,October 2016,1200000,36000,https://ted.com/talks/stacy_smith_the_data_behind_hollywood_s_sexism,medios
A few ways to fix a government,Charity Wayua,November 2016,1100000,34000,https://ted.com/talks/charity_wayua_a_few_ways_to_fix_a_government,medios
A robot that eats pollution,Jonathan Rossiter,March 2016,1400000,42000,https://ted.com/talks/jonathan_rossiter_a_robot_that_eats_pollution,medios
The racial politics of time,Brittney Cooper,October 2016,1000000,31000,https://ted.com/talks/brittney_cooper_the_racial_politics_of_time,medios
How jails extort the poor,Salil Dudani,April 2016,1100000,35000,https://ted.com/talks/salil_dudani_how_jails_extort_the_poor,medios
3 ways to fix a broken news industry,Lara Setrakian,January 2017,1300000,39000,https://ted.com/talks/lara_setrakian_3_ways_to_fix_a_broken_news_industry,medios
How to practice safe sexting,Amy Adele Hasinoff,June 2016,1600000,49000,https://ted.com/talks/amy_adele_hasinoff_how_to_practice_safe_sexting,medios
How racism harms pregnant women — and what can help,Miriam Zoila Pérez,October 2016,1000000,30000,https://ted.com/talks/miriam_zoila_perez_how_racism_harms_pregnant_women_and_what_can_help,medios
What it's like to be a parent in a war zone,Aala El-Khani,February 2016,1000000,32000,https://ted.com/talks/aala_el_khani_what_it_s_like_to_be_a_parent_in_a_war_zone,medios
New nanotech to detect cancer early,Joshua Smith,November 2016,1000000,32000,https://ted.com/talks/joshua_smith_new_nanotech_to_detect_cancer_early,medios
What time is it on Mars?,Nagin Cox,November 2016,2100000,64000,https://ted.com/talks/nagin_cox_what_time_is_it_on_mars,medios
Why you should love statistics,Alan Smith,April 2016,2000000,61000,https://ted.com/talks/alan_smith_why_you_should_love_statistics,medios
Help discover ancient ruins — before it's too late,Sarah Parcak,February 2016,1000000,31000,https://ted.com/talks/sarah_parcak_help_discover_ancient_ruins_before_it_s_too_late,medios
A young scientist's quest for clean water,Deepika Kurup,October 2016,1200000,37000,https://ted.com/talks/deepika_kurup_a_young_scientist_s_quest_for_clean_water,medios
What we don't know about Europe's Muslim kids,Deeyah Khan,April 2016,1400000,43000,https://ted.com/talks/deeyah_khan_what_we_don_t_know_about_europe_s_muslim_kids,medios
Where is cybercrime really coming from?,Caleb Barlow,November 2016,1700000,51000,https://ted.com/talks/caleb_barlow_where_is_cybercrime_really_coming_from,medios
Buildings that blend nature and city,Jeanne Gang,October 2016,1700000,52000,https://ted.com/talks/jeanne_gang_buildings_that_blend_nature_and_city,medios
The ethical dilemma of designer babies,Paul Knoepfler,October 2015,1600000,50000,https://ted.com/talks/paul_knoepfler_the_ethical_dilemma_of_designer_babies,medios
Art made of the air we breathe,Emily Parsons-Lord,May 2016,1000000,30000,https://ted.com/talks/emily_parsons_lord_art_made_of_the_air_we_breathe,medios
How online abuse of women has spiraled out of control,Ashley Judd,October 2016,1900000,59000,https://ted.com/talks/ashley_judd_how_online_abuse_of_women_has_spiraled_out_of_control,medios
"If a story moves you, act on it",Sisonke Msimang,October 2016,1400000,44000,https://ted.com/talks/sisonke_msimang_if_a_story_moves_you_act_on_it,medios
"To solve old problems, study new species",Alejandro Sánchez Alvarado,August 2016,1300000,41000,https://ted.com/talks/alejandro_sanchez_alvarado_to_solve_old_problems_study_new_species,medios
Meet the inventor of the electronic spreadsheet,Dan Bricklin,November 2016,1200000,37000,https://ted.com/talks/dan_bricklin_meet_the_inventor_of_the_electronic_spreadsheet,medios
The next step in nanotechnology,George Tulevski,November 2016,1700000,52000,https://ted.com/talks/george_tulevski_the_next_step_in_nanotechnology,medios
Want kids to learn well? Feed them well,Sam Kass,November 2015,1800000,54000,https://ted.com/talks/sam_kass_want_kids_to_learn_well_feed_them_well,medios
The world doesn't need more nuclear weapons,Erika Gregory,October 2016,1000000,30000,https://ted.com/talks/erika_gregory_the_world_doesn_t_need_more_nuclear_weapons,medios
How we explore unanswered questions in physics,James Beacham,September 2016,1600000,49000,https://ted.com/talks/james_beacham_how_we_explore_unanswered_questions_in_physics,medios
Why do we kiss under mistletoe?,Carlos Reif,December 2016,936000,28000,https://ted.com/talks/carlos_reif_why_do_we_kiss_under_mistletoe,medios
It's time to reclaim religion,Sharon Brous,October 2016,1400000,43000,https://ted.com/talks/sharon_brous_it_s_time_to_reclaim_religion,medios
Why Earth may someday look like Mars,Anjali Tripathi,November 2015,1300000,39000,https://ted.com/talks/anjali_tripathi_why_earth_may_someday_look_like_mars,medios
What will you tell your daughters about 2016?,Chinaka Hodge,October 2016,1200000,38000,https://ted.com/talks/chinaka_hodge_what_will_you_tell_your_daughters_about_2016,medios
Will automation take away all our jobs?,David Autor,September 2016,1800000,55000,https://ted.com/talks/david_autor_will_automation_take_away_all_our_jobs,medios
How students of color confront impostor syndrome,Dena Simmons,November 2015,1400000,43000,https://ted.com/talks/dena_simmons_how_students_of_color_confront_impostor_syndrome,medios
Could a drug prevent depression and PTSD?,Rebecca Brachman,September 2016,1700000,52000,https://ted.com/talks/rebecca_brachman_could_a_drug_prevent_depression_and_ptsd,medios
How AI can bring on a second Industrial Revolution,Kevin Kelly,June 2016,1800000,55000,https://ted.com/talks/kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution,medios
Why curiosity is the key to science and medicine,Kevin B. Jones,September 2015,1000000,30000,https://ted.com/talks/kevin_b_jones_why_curiosity_is_the_key_to_science_and_medicine,medios
The neuroscience of imagination,Andrey Vyshedskiy,December 2016,777000,23000,https://ted.com/talks/andrey_vyshedskiy_the_neuroscience_of_imagination,medios
Do kids think of sperm donors as family?,Veerle Provoost,June 2016,1200000,36000,https://ted.com/talks/veerle_provoost_do_kids_think_of_sperm_donors_as_family,medios
Say your truths and seek them in others,Elizabeth Lesser,October 2016,2000000,61000,https://ted.com/talks/elizabeth_lesser_say_your_truths_and_seek_them_in_others,medios
Let's clean up the space junk orbiting Earth,Natalie Panek,October 2015,1100000,34000,https://ted.com/talks/natalie_panek_let_s_clean_up_the_space_junk_orbiting_earth,medios
A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,October 2016,1600000,50000,https://ted.com/talks/tiq_milan_and_kim_katrin_milan_a_queer_vision_of_love_and_marriage,medios
4 larger-than-life lessons from soap operas,Kate Adams,September 2016,1700000,52000,https://ted.com/talks/kate_adams_4_larger_than_life_lessons_from_soap_operas,medios
How an old loop of railroads is changing the face of a city,Ryan Gravel,October 2016,908000,27000,https://ted.com/talks/ryan_gravel_how_an_old_loop_of_railroads_is_changing_the_face_of_a_city,medios
Maps that show us who we are (not just where we are),Danny Dorling,April 2016,1600000,50000,https://ted.com/talks/danny_dorling_maps_that_show_us_who_we_are_not_just_where_we_are,medios
An interview with the founders of Black Lives Matter,"Alicia Garza, Patrisse Cullors and Opal Tometi",October 2016,1400000,42000,https://ted.com/talks/alicia_garza_patrisse_cullors_and_opal_tometi_an_interview_with_the_founders_of_black_lives_matter,medios
We need nuclear power to solve climate change,Joe Lassiter,June 2016,1200000,36000,https://ted.com/talks/joe_lassiter_we_need_nuclear_power_to_solve_climate_change,medios
A political party for women's equality,Sandi Toksvig,October 2016,972000,29000,https://ted.com/talks/sandi_toksvig_a_political_party_for_women_s_equality,medios
Why do we feel nostalgia?,Clay Routledge,November 2016,1600000,48000,https://ted.com/talks/clay_routledge_why_do_we_feel_nostalgia,medios
Help for kids the education system ignores,Victor Rios,November 2015,1600000,49000,https://ted.com/talks/victor_rios_help_for_kids_the_education_system_ignores,medios
How do US Supreme Court justices get appointed?,Peter Paccone,November 2016,2000000,60000,https://ted.com/talks/peter_paccone_how_do_us_supreme_court_justices_get_appointed,medios
The playful wonderland behind great inventions,Steven Johnson,October 2016,1400000,44000,https://ted.com/talks/steven_johnson_the_playful_wonderland_behind_great_inventions,medios
"We train soldiers for war. Let's train them to come home, too",Hector Garcia,November 2015,1100000,34000,https://ted.com/talks/hector_garcia_we_train_soldiers_for_war_let_s_train_them_to_come_home_too,medios
Why do whales sing?,Stephanie Sardelis,November 2016,1200000,38000,https://ted.com/talks/stephanie_sardelis_why_do_whales_sing,medios
Easy DIY projects for kid engineers,Fawn Qiu,July 2016,1200000,38000,https://ted.com/talks/fawn_qiu_easy_diy_projects_for_kid_engineers,medios
Islamophobia killed my brother. Let's end the hate,Suzanne Barakat,October 2016,2000000,62000,https://ted.com/talks/suzanne_barakat_islamophobia_killed_my_brother_let_s_end_the_hate,medios
It's time for women to run for office,Halla Tómasdóttir,October 2016,1000000,32000,https://ted.com/talks/halla_tomasdottir_it_s_time_for_women_to_run_for_office,medios
"""Space Oddity""","Amanda Palmer, Jherek Bischoff, Usman Riaz",February 2016,779000,23000,https://ted.com/talks/amanda_palmer_jherek_bischoff_usman_riaz_space_oddity,medios
4 ways to build a human company in the age of machines,Tim Leberecht,June 2016,1600000,50000,https://ted.com/talks/tim_leberecht_4_ways_to_build_a_human_company_in_the_age_of_machines,medios
Your company's data could help end world hunger,Mallory Freeman,September 2016,1100000,34000,https://ted.com/talks/mallory_freeman_your_company_s_data_could_help_end_world_hunger,medios
How America's public schools keep kids in poverty,Kandice Sumner,November 2015,1800000,56000,https://ted.com/talks/kandice_sumner_how_america_s_public_schools_keep_kids_in_poverty,medios
Your smartphone is a civil rights issue,Christopher Soghoian,June 2016,1600000,49000,https://ted.com/talks/christopher_soghoian_your_smartphone_is_a_civil_rights_issue,medios
Enough with the fear of fat,Kelli Jean Drinkwater,May 2016,2000000,61000,https://ted.com/talks/kelli_jean_drinkwater_enough_with_the_fear_of_fat,medios
"""St. James Infirmary Blues""",Silk Road Ensemble + Rhiannon Giddens,February 2016,1000000,30000,https://ted.com/talks/silk_road_ensemble_rhiannon_giddens_st_james_infirmary_blues,medios
Everything you hear on film is a lie,Tasos Frantzolas,February 2016,1500000,46000,https://ted.com/talks/tasos_frantzolas_everything_you_hear_on_film_is_a_lie,medios
How loss helped one artist find beauty in imperfection,Alyssa Monks,November 2015,1400000,43000,https://ted.com/talks/alyssa_monks_how_loss_helped_one_artist_find_beauty_in_imperfection,medios
How the US should use its superpower status,Ian Bremmer,September 2016,1000000,31000,https://ted.com/talks/ian_bremmer_how_the_us_should_use_its_superpower_status,medios
The unexpected challenges of a country's first election,Philippa Neave,September 2016,915000,27000,https://ted.com/talks/philippa_neave_the_unexpected_challenges_of_a_country_s_first_election,medios
Machine intelligence makes human morals more important,Zeynep Tufekci,June 2016,1800000,54000,https://ted.com/talks/zeynep_tufekci_machine_intelligence_makes_human_morals_more_important,medios
A temporary tattoo that brings hospital care to the home,Todd Coleman,November 2015,1500000,45000,https://ted.com/talks/todd_coleman_a_temporary_tattoo_that_brings_hospital_care_to_the_home,medios
We've stopped trusting institutions and started trusting strangers,Rachel Botsman,June 2016,2000000,60000,https://ted.com/talks/rachel_botsman_we_ve_stopped_trusting_institutions_and_started_trusting_strangers,medios
Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,November 2015,745000,22000,https://ted.com/talks/trevor_copp_and_jeff_fox_ballroom_dance_that_breaks_gender_roles,medios
Art can heal PTSD's invisible wounds,Melissa Walker,November 2015,1000000,32000,https://ted.com/talks/melissa_walker_art_can_heal_ptsd_s_invisible_wounds,medios
The beauty of what we'll never know,Pico Iyer,June 2016,1900000,58000,https://ted.com/talks/pico_iyer_the_beauty_of_what_we_ll_never_know,medios
How we talk about sexual assault online,Ione Wells,June 2016,1300000,39000,https://ted.com/talks/ione_wells_how_we_talk_about_sexual_assault_online,medios
Ideas worth dating,Rainn Wilson,May 2016,968000,29000,https://ted.com/talks/rainn_wilson_ideas_worth_dating,medios
We can start winning the war against cancer,Adam de la Zerda,April 2016,1100000,34000,https://ted.com/talks/adam_de_la_zerda_we_can_start_winning_the_war_against_cancer,medios
Immigrant voices make democracy stronger,Sayu Bhojwani,September 2016,1000000,31000,https://ted.com/talks/sayu_bhojwani_immigrant_voices_make_democracy_stronger,medios
How we're harnessing nature's hidden superpowers,Oded Shoseyov,May 2016,1800000,55000,https://ted.com/talks/oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers,medios
A visual history of social dance in 25 moves,Camille A. Brown,June 2016,1500000,47000,https://ted.com/talks/camille_a_brown_a_visual_history_of_social_dance_in_25_moves,medios
We can fight terror without sacrificing our rights,Rebecca MacKinnon,June 2016,1100000,35000,https://ted.com/talks/rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights,medios
The era of personal DNA testing is here,Sebastian Kraves,May 2016,1200000,36000,https://ted.com/talks/sebastian_kraves_the_era_of_personal_dna_testing_is_here,medios
Why open a school? To close a prison,Nadia Lopez,November 2015,1400000,42000,https://ted.com/talks/nadia_lopez_why_open_a_school_to_close_a_prison,medios
How do contraceptives work?,NWHunter,September 2016,1300000,40000,https://ted.com/talks/nwhunter_how_do_contraceptives_work,medios
There's no such thing as not voting,Eric Liu,September 2016,1000000,30000,https://ted.com/talks/eric_liu_there_s_no_such_thing_as_not_voting,medios
Architecture that's built to heal,Michael Murphy,February 2016,1700000,52000,https://ted.com/talks/michael_murphy_architecture_that_s_built_to_heal,medios
How fear of nuclear power is hurting the environment,Michael Shellenberger,June 2016,1700000,52000,https://ted.com/talks/michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment,medios
A new way to heal hearts without surgery,Franz Freudenthal,February 2016,1500000,47000,https://ted.com/talks/franz_freudenthal_a_new_way_to_heal_hearts_without_surgery,medios
Why helmets don't prevent concussions — and what might,David Camarillo,April 2016,1600000,48000,https://ted.com/talks/david_camarillo_why_helmets_don_t_prevent_concussions_and_what_might,medios
One of the most difficult words to translate...,Krystian Aparta,September 2016,1900000,59000,https://ted.com/talks/krystian_aparta_one_of_the_most_difficult_words_to_translate,medios
The risky politics of progress,Jonathan Tepperman,June 2016,1000000,30000,https://ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress,medios
Bring on the female superheroes!,Christopher Bell,October 2015,1300000,39000,https://ted.com/talks/christopher_bell_bring_on_the_female_superheroes,medios
How women wage conflict without violence,Julia Bacha,June 2016,911000,27000,https://ted.com/talks/julia_bacha_how_women_wage_conflict_without_violence,medios
The spellbinding art of human anatomy,Vanessa Ruiz,November 2015,1600000,48000,https://ted.com/talks/vanessa_ruiz_the_spellbinding_art_of_human_anatomy,medios
The deadly legacy of cluster bombs,Laura Boushnak,June 2016,732000,21000,https://ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs,medios
What we can do to die well,Timothy Ihrig,September 2013,1400000,43000,https://ted.com/talks/timothy_ihrig_what_we_can_do_to_die_well,medios
The next manufacturing revolution is here,Olivier Scalabre,May 2016,2100000,63000,https://ted.com/talks/olivier_scalabre_the_next_manufacturing_revolution_is_here,medios
A letter to all who have lost in this era,Anand Giridharadas,June 2016,1000000,31000,https://ted.com/talks/anand_giridharadas_a_letter_to_all_who_have_lost_in_this_era,medios
Hunting for Peru's lost civilizations — with satellites,Sarah Parcak,June 2016,1200000,36000,https://ted.com/talks/sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites,medios
3 moons and a planet that could have alien life,James Green,November 2015,1900000,58000,https://ted.com/talks/james_green_3_moons_and_a_planet_that_could_have_alien_life,medios
A small country with big ideas to get rid of fossil fuels,Monica Araya,June 2016,1400000,43000,https://ted.com/talks/monica_araya_a_small_country_with_big_ideas_to_get_rid_of_fossil_fuels,medios
What a planet needs to sustain life,Dave Brain,September 2015,1900000,59000,https://ted.com/talks/dave_brain_what_a_planet_needs_to_sustain_life,medios
How Africa can keep rising,Ngozi Okonjo-Iweala,June 2016,1000000,30000,https://ted.com/talks/ngozi_okonjo_iweala_how_africa_can_keep_rising,medios
The taboo secret to better health,Molly Winter,April 2016,1900000,57000,https://ted.com/talks/molly_winter_the_taboo_secret_to_better_health,medios
A new way to study the brain's invisible secrets,Ed Boyden,June 2016,1500000,47000,https://ted.com/talks/ed_boyden_a_new_way_to_study_the_brain_s_invisible_secrets,medios
How the Panama Papers journalists broke the biggest leak in history,Gerard Ryle,June 2016,1100000,33000,https://ted.com/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history,medios
"A project of peace, painted across 50 buildings",eL Seed,June 2016,989000,29000,https://ted.com/talks/el_seed_a_project_of_peace_painted_across_50_buildings,medios
A forgotten Space Age technology could change how we grow food,Lisa Dyson,May 2016,1400000,44000,https://ted.com/talks/lisa_dyson_a_forgotten_space_age_technology_could_change_how_we_grow_food,medios
Nature is everywhere — we just need to learn to see it,Emma Marris,June 2016,1400000,44000,https://ted.com/talks/emma_marris_nature_is_everywhere_we_just_need_to_learn_to_see_it,medios
"When we design for disability, we all benefit",Elise Roy,September 2015,1500000,45000,https://ted.com/talks/elise_roy_when_we_design_for_disability_we_all_benefit,medios
"Why I keep speaking up, even when people mock my accent",Safwat Saleem,February 2016,1700000,51000,https://ted.com/talks/safwat_saleem_why_i_keep_speaking_up_even_when_people_mock_my_accent,medios
How to use a semicolon,Emma Bryce,July 2015,1800000,56000,https://ted.com/talks/emma_bryce_how_to_use_a_semicolon,medios
How Syria's architecture laid the foundation for brutal war,Marwa Al-Sabouni,June 2016,1100000,33000,https://ted.com/talks/marwa_al_sabouni_how_syria_s_architecture_laid_the_foundation_for_brutal_war,medios
"""Redemption Song""",John Legend,February 2016,2100000,63000,https://ted.com/talks/john_legend_redemption_song,medios
What is obesity?,Mia Nacamulli,June 2016,974000,29000,https://ted.com/talks/mia_nacamulli_what_is_obesity,medios
"Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,February 2016,1200000,38000,https://ted.com/talks/prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish,medios
How playing sports benefits your body... and your brain,Leah Lagos and Jaspal Ricky Singh,June 2016,1700000,51000,https://ted.com/talks/leah_lagos_and_jaspal_ricky_singh_how_playing_sports_benefits_your_body_and_your_brain,medios
How computers are learning to be creative,Blaise Agüera y Arcas,May 2016,2000000,62000,https://ted.com/talks/blaise_aguera_y_arcas_how_computers_are_learning_to_be_creative,medios
How a blind astronomer found a way to hear the stars,Wanda Diaz Merced,February 2016,967000,29000,https://ted.com/talks/wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars,medios
What can we learn from shortcuts?,Tom Hulme,February 2016,1600000,50000,https://ted.com/talks/tom_hulme_what_can_we_learn_from_shortcuts,medios
How to fix a broken education system ... without any more money,Seema Bansal,May 2016,1600000,49000,https://ted.com/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money,medios
Why genetic research must be more diverse,Keolu Fox,February 2016,1000000,30000,https://ted.com/talks/keolu_fox_why_genetic_research_must_be_more_diverse,medios
I survived a terrorist attack. Here's what I learned,Gill Hicks,May 2016,974000,29000,https://ted.com/talks/gill_hicks_i_survived_a_terrorist_attack_here_s_what_i_learned,medios
How better tech could protect us from distraction,Tristan Harris,December 2014,2000000,61000,https://ted.com/talks/tristan_harris_how_better_tech_could_protect_us_from_distraction,medios
What does it mean to be a refugee?,Benedetta Berti and Evelien Borgman,June 2016,1100000,33000,https://ted.com/talks/benedetta_berti_and_evelien_borgman_what_does_it_mean_to_be_a_refugee_feb_2018,medios
The birth of virtual reality as an art form,Chris Milk,February 2016,946000,28000,https://ted.com/talks/chris_milk_the_birth_of_virtual_reality_as_an_art_form,medios
This scientist makes ears out of apples,Andrew Pelling,February 2016,1300000,40000,https://ted.com/talks/andrew_pelling_this_scientist_makes_ears_out_of_apples,medios
The secret to effective nonviolent resistance,Jamila Raqib,November 2015,1000000,31000,https://ted.com/talks/jamila_raqib_the_secret_to_effective_nonviolent_resistance,medios
3 reasons why we can win the fight against poverty,Andrew Youn,February 2016,1400000,42000,https://ted.com/talks/andrew_youn_3_reasons_why_we_can_win_the_fight_against_poverty,medios
A highly scientific taxonomy of haters,Negin Farsad,February 2016,1400000,44000,https://ted.com/talks/negin_farsad_a_highly_scientific_taxonomy_of_haters,medios
How college loans exploit students for profit,Sajay Samuel,February 2016,1300000,41000,https://ted.com/talks/sajay_samuel_how_college_loans_exploit_students_for_profit,medios
How interpreters juggle two languages at once,Ewandro Magalhaes,June 2016,1500000,47000,https://ted.com/talks/ewandro_magalhaes_how_interpreters_juggle_two_languages_at_once,medios
Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,February 2016,1100000,35000,https://ted.com/talks/amit_sood_every_piece_of_art_you_ve_ever_wanted_to_see_up_close_and_searchable,medios
What's so sexy about math?,Cédric Villani,February 2016,2100000,64000,https://ted.com/talks/cedric_villani_what_s_so_sexy_about_math,medios
"The passing of time, caught in a single photo",Stephen Wilkes,February 2016,2000000,62000,https://ted.com/talks/stephen_wilkes_the_passing_of_time_caught_in_a_single_photo,medios
An entertainment icon on living a life of meaning,Norman Lear,February 2016,1100000,35000,https://ted.com/talks/norman_lear_an_entertainment_icon_on_living_a_life_of_meaning,medios
The real harm of the global arms trade,Samantha Nutt,November 2015,1100000,34000,https://ted.com/talks/samantha_nutt_the_real_harm_of_the_global_arms_trade,medios
"A smarter, more precise way to think about public health",Sue Desmond-Hellmann,February 2016,1000000,32000,https://ted.com/talks/sue_desmond_hellmann_a_smarter_more_precise_way_to_think_about_public_health,medios
How barbershops can keep men healthy,Joseph Ravenell,February 2016,1200000,37000,https://ted.com/talks/joseph_ravenell_how_barbershops_can_keep_men_healthy,medios
Drawings that show the beauty and fragility of Earth,Zaria Forman,November 2015,1600000,48000,https://ted.com/talks/zaria_forman_drawings_that_show_the_beauty_and_fragility_of_earth,medios
How free is our freedom of the press?,Trevor Timm,February 2016,1500000,45000,https://ted.com/talks/trevor_timm_how_free_is_our_freedom_of_the_press,medios
Our lonely society makes it hard to come home from war,Sebastian Junger,November 2015,1300000,39000,https://ted.com/talks/sebastian_junger_our_lonely_society_makes_it_hard_to_come_home_from_war,medios
Good news in the fight against pancreatic cancer,Laura Indolfi,February 2016,1400000,43000,https://ted.com/talks/laura_indolfi_good_news_in_the_fight_against_pancreatic_cancer,medios
Why is the US Constitution so hard to amend?,Peter Paccone,May 2016,746000,22000,https://ted.com/talks/peter_paccone_why_is_the_us_constitution_so_hard_to_amend,medios
The psychology behind irrational decisions,Sara Garofalo,May 2016,2100000,63000,https://ted.com/talks/sara_garofalo_the_psychology_behind_irrational_decisions,medios
This tiny particle could roam your body to find tumors,Sangeeta Bhatia,November 2015,950000,28000,https://ted.com/talks/sangeeta_bhatia_this_tiny_particle_could_roam_your_body_to_find_tumors,medios
An artist's unflinching look at racial violence,Sanford Biggers,February 2016,1200000,37000,https://ted.com/talks/sanford_biggers_an_artist_s_unflinching_look_at_racial_violence,medios
Gene editing can now change an entire species — forever,Jennifer Kahn,February 2016,2100000,63000,https://ted.com/talks/jennifer_kahn_gene_editing_can_now_change_an_entire_species_forever,medios
This virtual lab will revolutionize science class,Michael Bodekaer,October 2015,1400000,44000,https://ted.com/talks/michael_bodekaer_this_virtual_lab_will_revolutionize_science_class,medios
A sci-fi vision of love from a 318-year-old hologram,Monica Byrne,February 2016,1000000,31000,https://ted.com/talks/monica_byrne_a_sci_fi_vision_of_love_from_a_318_year_old_hologram,medios
The dream we haven't dared to dream,Dan Pallotta,February 2016,2000000,62000,https://ted.com/talks/dan_pallotta_the_dream_we_haven_t_dared_to_dream,medios
"Pirates, nurses and other rebel designers",Alice Rawsthorn,February 2016,1000000,32000,https://ted.com/talks/alice_rawsthorn_pirates_nurses_and_other_rebel_designers,medios
How my son's short life made a lasting difference,Sarah Gray,November 2015,1500000,47000,https://ted.com/talks/sarah_gray_how_my_son_s_short_life_made_a_lasting_difference,medios
How to read the genome and build a human being,Riccardo Sabatini,February 2016,2000000,60000,https://ted.com/talks/riccardo_sabatini_how_to_read_the_genome_and_build_a_human_being,medios
A provocative way to finance the fight against climate change,Michael Metcalfe,November 2015,1200000,38000,https://ted.com/talks/michael_metcalfe_a_provocative_way_to_finance_the_fight_against_climate_change,medios
Why I put myself in danger to tell the stories of Gaza,Ameera Harouda,February 2016,1100000,34000,https://ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza,medios
Insightful human portraits made from data,R. Luke DuBois,February 2016,1300000,40000,https://ted.com/talks/r_luke_dubois_insightful_human_portraits_made_from_data,medios
A smart loan for people with no credit history (yet),Shivani Siroya,February 2016,1700000,53000,https://ted.com/talks/shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet,medios
A taboo-free way to talk about periods,Aditi Gupta,May 2015,1800000,55000,https://ted.com/talks/aditi_gupta_a_taboo_free_way_to_talk_about_periods,medios
We can reprogram life. How to do it wisely,Juan Enriquez,November 2015,2100000,64000,https://ted.com/talks/juan_enriquez_we_can_reprogram_life_how_to_do_it_wisely,medios
Wisdom from great writers on every year of life,Joshua Prager,March 2015,1900000,57000,https://ted.com/talks/joshua_prager_wisdom_from_great_writers_on_every_year_of_life,medios
The inside story of the Paris climate agreement,Christiana Figueres,February 2016,1400000,43000,https://ted.com/talks/christiana_figueres_the_inside_story_of_the_paris_climate_agreement,medios
